channel_title,trending_count,views,subscribers,classification
alt-J,1,133212,739936.0,Music
amazon,2,2376599,280862.0,Commercial
amc,3,230378,657573.0,Traditional Media
astroboy1960,1,15382,309.0,Conventional Viral
austinmcconnell,2,40789,397521.0,Youtuber
automotivemaster1972,1,1736,1768.0,Conventional Viral
bigclivedotcom,1,49914,346440.0,Youtuber
bill wurtz,4,870973,2344302.0,Youtuber
bitluni's lab,1,10891,38872.0,Youtuber
blackbearVEVO,1,524944,506303.0,Music
boogie2988,1,488915,4448995.0,Youtuber
carrieunderwoodVEVO,3,686108,1337356.0,Music
cgriesemer,1,19703,28.0,Conventional Viral
chris lee,1,160012,10405.0,Youtuber
cicigoodies2011,1,5270,6141.0,Music
cineytele,1,173027,2356.0,Conventional Viral
clothesencounters,4,201105,2127866.0,Youtuber
cocheusadoooo,1,148226,1409.0,Conventional Viral
colinfurze,7,897166,5735802.0,Youtuber
colourpopcosmetics,1,64817,111909.0,Commercial
communitychannel,1,164324,1885749.0,Youtuber
danisnotinteresting,1,168637,1843744.0,Youtuber
dannotv,1,258506,1234.0,Conventional Viral
daronjay,1,3390,4.0,Youtuber
dekuNukem,1,1425,5135.0,Conventional Viral
devinsupertramp,2,109493,4884611.0,Youtuber
doddleoddle,1,390631,1470748.0,Music
doddlevloggle,1,292107,813720.0,Youtuber
dodieVEVO,2,182793,356570.0,Music
dope2111,1,1456472,5019780.0,Youtuber
eba era,1,2910,113.0,Conventional Viral
edlover4real,1,6172,63941.0,Youtuber
ekaggrat singh kalsi,1,4810,779.0,Conventional Viral
emma chamberlain,1,126438,744919.0,Youtuber
emmymadeinjapan,6,116527,1040049.0,Youtuber
empireofthesunvevo,1,138988,252011.0,Music
engineerguy,1,93244,697942.0,Youtuber
euronews (in English),5,54778,399408.0,Traditional Media
fantano,3,132779,327918.0,Youtuber
flirppy242,1,26482,15.0,Conventional Viral
foofightersVEVO,1,130954,1420400.0,Music
fosterthepeopleVEVO,2,214534,1502923.0,Music
fuzywazacolin,1,23889,389.0,Conventional Viral
gamelovercommercials,1,11204,907.0,Conventional Viral
geicocaveman2012,1,176871,300.0,Conventional Viral
grandayy,1,534278,689832.0,Youtuber
grav3yardgirl,4,1168504,8165952.0,Youtuber
greeenpro,1,10909,31333.0,Youtuber
greyson97,1,19561,527722.0,Music
gzumwalt,1,10386,903.0,Conventional Viral
heroedelahistoria,1,48682,32.0,Conventional Viral
heyitsfeiii,3,317534,929041.0,Youtuber
hp_overload,1,98378,37489.0,Commercial
hudsonunionsociety,1,15058,6095.0,Traditional Media
hwow,1,124554,228.0,Conventional Viral
iDB,1,3939,287759.0,Traditional Media
iHasCupquake,2,294789,6206493.0,Youtuber
iJustine,13,188380,4652602.0,Youtuber
iKON,1,4475534,1888032.0,Music
ibighit,9,11470664,9883887.0,Music
iggyazaleamusicVEVO,2,490099,5259059.0,Music
ilikeweylie,1,62061,1666933.0,Traditional Media
iotexpert,1,3221,31.0,Conventional Viral
itsAlexClark,11,507091,2282796.0,Youtuber
jacksfilms,23,1023822,3947725.0,Youtuber
jbalvinVEVO,1,497116,14095890.0,Music
jeffreestar,4,1683868,6449009.0,Youtuber
jenniferhudsonVEVO,1,81509,356643.0,Music
jennxpenn,5,261473,3141857.0,Youtuber
jeremiah johnson,1,2860,2351.0,Youtuber
jessiepaege,3,78987,1462446.0,Youtuber
joyner lucas,1,1032297,1463836.0,Music
justintimberlakeVEVO,6,2156592,7065880.0,Music
jypentertainment,7,12479557,7092637.0,Music
kawaiisweetworld,1,72234,1182847.0,Youtuber
kehlani parrish,1,136027,0.0,Music
keshaVEVO,2,270331,2833032.0,Music
kimbramusic,1,165698,235528.0,Music
kmichelle,1,103737,641072.0,Music
lara6683,1,87397,180388.0,Youtuber
legofreedom1,1,8116,755.0,Youtuber
leonalewis,1,119502,128503.0,Music
lisbug,1,47287,2239082.0,Youtuber
littleBits Electronics,1,1387,24162.0,Commercial
littlemixVEVO,1,432367,8386430.0,Music
lugeyps3,1,24492,582423.0,Youtuber
lugnutsoldcrap,1,6491,3301.0,Conventional Viral
mariahxlambily,1,878841,41039.0,Music
marjolijn2,1,31145,65.0,Conventional Viral
marshmello,2,775414,11146743.0,Music
matt,1,342214,2162.0,Youtuber
mayratouchofglam,1,103927,1890090.0,Youtuber
melodysheep,1,21953,376970.0,Youtuber
merrelltwins,4,435572,3006038.0,Youtuber
misleadingsilhouette,1,45096,1925.0,Music
mittromney,1,32662,32426.0,Traditional Media
mmschocolate,3,72871,129063.0,Commercial
monatheband,1,135252,4823.0,Music
"monday.com, formerly dapulse",1,3931,4016.0,Commercial
mugumogu,2,43018,588371.0,Youtuber
negermano,1,2492,21.0,Conventional Viral
neilyoungchannel,1,72321,101448.0,Music
nickjonas,1,14727,0.0,Music
nigahiga,7,2805999,20563106.0,Youtuber
nothorwitzer,1,30550,167.0,Conventional Viral
officer401,1,67661,410738.0,Youtuber
officialcharlixcx,2,57587,1827545.0,Music
ombremor,1,112310,759.0,Traditional Media
onsetfacilities.com,1,404058,554.0,Commercial
paul wheaton,1,73685,70826.0,Youtuber
pjmorton,1,15495,12200.0,Music
poofables,1,95085,30.0,Conventional Viral
razzark666,1,51984,355.0,Conventional Viral
reputationswift,1,3006,699.0,Music
revlon,1,7130,89181.0,Commercial
rock on,1,21361,2305.0,Youtuber
rollingstoneonline,1,41535,2950.0,Traditional Media
sWooZie,2,1305702,5594758.0,Youtuber
samfryltd,1,377085,10915.0,Conventional Viral
shakiraVEVO,1,6469935,19537583.0,Music
shane,2,3041770,12480763.0,Youtuber
shoaib246,1,25796,289.0,Conventional Viral
shurap,1,72514,132626.0,Youtuber
slaymeclarkson c:,1,54002,11143.0,Music
smoothiethecat,1,50131,56777.0,Youtuber
souviendra,1,51146,284.0,Conventional Viral
stacyvlogs,2,170026,383112.0,Youtuber
standupmaths,2,92544,374876.0,Youtuber
startelegramvideo,1,25108,14523.0,Traditional Media
taalk com,1,1107,20.0,Conventional Viral
the Hacksmith,2,843365,2463229.0,Youtuber
theCHIVE,1,158013,52560.0,Commercial
theSkimm,1,11216,1038.0,Traditional Media
thegameawards,1,1287342,88587.0,Movie Trailer
theneedledrop,6,151689,1329828.0,Youtuber
thevirts,1,91085,110338.0,Youtuber
todrickhall,4,173320,2842339.0,Music
tonyvera1902,1,103423,42298.0,Youtuber
toofacedcosmetics,1,13747,284512.0,Commercial
tovestyrkeVEVO,1,8720,81417.0,Music
truTV,5,184654,1358036.0,Traditional Media
videogamedunkey,3,2709544,4524084.0,Youtuber
vlogbrothers,11,159271,3111110.0,Youtuber
vnbreyes,1,2863,1014.0,Traditional Media
voordeel,1,50741,49700.0,Youtuber
wdwmagic,1,188213,9790.0,Youtuber
yeokm1,1,24311,61.0,Conventional Viral
yovo68,1,304017,40167.0,Youtuber
